id,split,b_mm,h_mm,truth_deflection_mm,predicted_deflection_mm,mass_kg
42,validation,19.558023570988208,28.60350907569875,0.15605908358833054,0.15598122483634957,0.7552279413659132
43,train,24.85539890623462,10.523417885597459,2.4659301861119265,2.4625781259728114,0.35311106169476403
44,train,21.343717201198956,20.594099853905576,0.3831540882714982,0.3832387238636503,0.593398768448268
45,train,33.496299566379555,26.151967689370558,0.11922354180843343,0.11924530384412084,1.1825920943641375
46,train,21.058172392508386,19.993852929097343,0.42438674209345617,0.42431877646536886,0.5683959023913773
47,train,17.7730332067652,13.279012021675324,1.7163787134889354,1.7194591470291478,0.3186112341792643
48,train,26.989084996440788,35.92753847608251,0.0570691512724921,0.05708812060488583,1.3090293760192482
49,train,14.22748305012994,37.90010377236448,0.09221948448966465,0.09222481615271512,0.7279511634263
50,test,30.5062612270643,30.175808946963826,0.08521307063115134,0.08518112581862024,1.2427439991399847
51,train,30.046685553931592,34.38057274049449,0.058497333578008404,0.05851906603598005,1.3945800487019089
52,train,20.829151506116162,21.92938284489268,0.32517800079504744,0.32537604016401855,0.6166400909110574
53,train,25.368320100280588,34.042105684397555,0.07137251627861495,0.07139319277003624,1.165847895750661
54,validation,23.946437345972882,19.909834368919434,0.3779445724753418,0.3780313338164424,0.6436389617334362
55,test,31.744171585427708,36.25939542952102,0.047200466452632456,0.047203480183218995,1.5538830346330945
56,train,26.61413365559451,14.074579705737024,0.962616554703122,0.963409585708216,0.5056867063369844
57,validation,15.176589222469392,39.738492433994665,0.07500040754814326,0.07501687615993699,0.8141779475877757
58,train,24.762518567364605,12.012493651491402,1.6640931644677004,1.6676683126858551,0.4015704560652972
59,train,29.996896665745933,21.586957961707153,0.236712558733404,0.2367930211740319,0.8741813588619267
60,validation,31.05731290142792,23.191442156623573,0.1843846735296443,0.18445330995570702,0.9723562321863934
61,train,33.644339612885176,23.513158224933704,0.1633153692535312,0.16335879031710182,1.067964318933085
62,validation,37.68976497982082,35.12008578437016,0.043750380135124195,0.04372037975784844,1.7869515020334779
63,train,24.877396809878242,14.237405372385995,0.9948886562215647,0.9951376599377344,0.4781559370391173
64,train,35.461697158600714,20.166060227089815,0.24561182266963544,0.24547382111787822,0.9654156728844684
65,test,14.19313824258257,10.19774367320745,4.745492124201308,4.678151129057054,0.19539628071694443
66,train,36.04705744085052,14.548766221154896,0.6434631038017392,0.6439000847024418,0.707994285751093
67,train,35.17615898796096,23.98312553164226,0.1471994566507754,0.1472302349693686,1.1389062195845197
68,train,24.396467743275558,25.706277505317168,0.17235640950950373,0.17241283352145714,0.8466421994435166
69,validation,12.909022018602673,24.71172310915282,0.3666650667154856,0.3669935787418201,0.43065563994044953
70,train,36.86507061376825,14.438297835911184,0.6437376427537379,0.6440098513107095,0.7185629735057023
71,train,14.91332433181725,24.156144845080643,0.3397931552385222,0.3398676537097286,0.48633537061940807
72,validation,34.72250783139617,32.806688408755214,0.05826043170465633,0.05827860986539092,1.537826168513489
73,validation,33.36995248508673,25.23622345461546,0.1331813103069041,0.13321421136355746,1.1368776297377914
74,validation,20.85442019702974,13.86993669117652,1.2836611814816652,1.2840470226418366,0.39048680861639384
75,train,27.57481285771523,34.87502862049227,0.06106827780405798,0.061089019819086515,1.2982577232836747
76,train,34.29287333717845,20.787264645950085,0.23188681390434604,0.2318158311850155,0.9623542952654647
77,train,18.322867527885343,39.67674616096578,0.06241232704718954,0.06239627336783716,0.9814388811906277
78,validation,27.829692407643837,36.15540971423632,0.05430548491871967,0.05432013037369961,1.3583618071463721
79,validation,29.21243473844901,23.343829762093307,0.19221527040241418,0.19231182025881224,0.9206056396853295
80,train,38.509279653959595,31.67108087206809,0.05838723560716716,0.05836905381410123,1.6465011888316148
81,train,25.935375996426593,21.53348915836842,0.2758266328028775,0.27606402631330196,0.7539468360803019
82,test,16.4839413205138,19.530277444034887,0.5816820549680609,0.5814133770386606,0.4346135289371142
83,test,24.87316346280226,11.094564135216677,2.1028592498524032,2.1049099820918813,0.37254182483311354
84,train,24.89160100289062,16.782598267636985,0.6070738656453194,0.6063984547871211,0.5639567488242613
85,test,37.76038548277353,15.091888342971918,0.5503066929713778,0.5503510595646505,0.7693319540163546
86,train,29.90622184598113,17.12917920605566,0.475226614428345,0.4748778230784403,0.6915631950574211
87,test,29.30192472120248,15.669252888366183,0.6336230195023393,0.6334954303866119,0.6198380125727272
88,train,24.928703543967593,25.884713911585443,0.16521221862596114,0.16524518017645332,0.8711176852201419
89,train,23.1926025628566,37.124507352950474,0.06019222272241522,0.060207785014594596,1.1623688249114177
90,train,29.57053378590365,31.261873986568006,0.07906199624343672,0.0790362703756413,1.2479809062561367
91,validation,19.42055500219213,36.5603755197046,0.07526245556566555,0.07527112841181981,0.9585307579696495
92,validation,22.02945931386804,33.01092022641309,0.09013536734640362,0.09015459435743957,0.9817371774554994
93,validation,22.41373681204275,11.440548699317496,2.1282230076703166,2.130647322576588,0.3461743541680115
94,train,16.531560119481206,16.59510272171238,0.9454058570380549,0.9451743998524037,0.3703629667494885
95,train,17.271872910315462,16.206448294214944,0.9715585694032921,0.9710399321062839,0.37788621560812713
96,train,38.428073182909635,26.58281484036206,0.09895106126562428,0.09895513436386277,1.3790605780257792
97,test,35.29033485369261,32.3967553453969,0.05952667662373968,0.059540894381532546,1.5434446648214872
98,validation,27.881616711062442,12.402279162140712,1.342918027173404,1.346714512114283,0.46682405182224535
99,train,31.199386124209838,33.678689149149555,0.059932221654929105,0.05995585076388481,1.418518476344097
100,validation,19.983701242101283,13.120460686413416,1.5825184541411121,1.5844229375616627,0.3539637447966281
101,test,21.51126548132018,34.11803853386017,0.08360915573785901,0.08364541369057864,0.9907949492151006
102,train,14.534749758886669,36.179748291488465,0.10376903596311005,0.10380132705438146,0.7099158434709946
103,train,15.53921541528302,21.762328055872736,0.4459917434313754,0.44607139937003715,0.4565288298576562
104,train,21.05228631352069,16.084419342505345,0.815373391547871,0.8141904716025673,0.4571286315999562
105,train,25.537947252079622,18.755720106196243,0.4239208228078477,0.4237649659700216,0.6466264975081919
106,train,22.973100207498735,17.07172124317631,0.6249142458602738,0.6240954610242702,0.5294569898258653
107,train,27.115728684380606,10.978219438852424,1.9909252847666814,1.993017793385003,0.40187126665104583
108,validation,19.44032926062708,31.97291878305687,0.11241428293568505,0.11240257727299188,0.8391114925639835
109,validation,20.424755213271553,23.05751481956181,0.2852841310714312,0.28547311131315606,0.6357745296215072
110,validation,26.219758380544047,31.82683633076594,0.08450119811338751,0.08446900363006286,1.1265641441232355
111,train,31.090011883810217,37.84147194321105,0.042398160350628065,0.04238114105606661,1.588263946760658
112,train,36.37260129214968,33.876196045282406,0.050514224471055635,0.050504413650316486,1.6634232522671693
113,validation,10.221459880776493,33.679749097664526,0.18291633600893384,0.18250811924996002,0.4647458756651349
114,train,28.70978745072544,30.36652141833435,0.08884988135293453,0.08879268258346198,1.176952106976679
115,validation,24.577931335102704,22.78020975694047,0.2458405289612461,0.24611008014816682,0.7558520821271814
116,train,24.282173834588857,15.708341525501076,0.758915452107817,0.7581486530562722,0.5149341174266656
117,test,14.15379275073032,28.178359264320576,0.22555477545935781,0.2255277721632885,0.5384213870618004
118,validation,15.865256366137915,20.809549519010737,0.49961657022412037,0.49960589801899025,0.4457009312769789
119,train,29.3229806639266,17.512113220613358,0.45357403067707763,0.4532276646689177,0.6932349324259274
120,test,34.89822992290486,18.961964536989086,0.3002054516553996,0.2999752660956968,0.8933476475724479
121,train,33.3906404032934,31.34515043475557,0.06946021773243295,0.06948057875254622,1.4129567728479802
122,train,37.76024750349865,27.345476185457702,0.09250829160990999,0.09250957268723779,1.3939721309662798
123,train,25.13705372761175,14.776262189526527,0.880772659658122,0.8805616210814823,0.5014327903443986
124,train,28.106674893390203,33.212885624368894,0.06936536315867461,0.06936941076895482,1.260230100995911
125,validation,31.62168981884994,18.37019407181584,0.364372553989581,0.36411722171016947,0.7842103814488991
126,validation,33.15055962175546,36.45632446943823,0.04446952160071604,0.04446098247083465,1.6315392031841358
127,train,32.26668838130644,32.69126625180041,0.06336104645301417,0.06338462278382145,1.424032516265171
128,train,17.43247390062087,24.302184113206955,0.2854808757843765,0.285465504669373,0.5719237068801105
129,test,36.4476428800793,22.302010108850453,0.17667312551672443,0.17665103437970783,1.097355194939655
130,train,31.708783086081777,20.5451196740844,0.2597564637013022,0.2597247400128007,0.8794720033512301
131,test,38.43706088239577,28.529529624134895,0.08002726202563307,0.08001990532134295,1.480398210597132
132,validation,24.01872759952497,14.279818565917203,1.0213013337704755,1.0213467578503148,0.46302714761229624
133,validation,23.541885130032313,19.045623518494303,0.43918261710177603,0.43904199367169555,0.605299339488017
134,test,25.10459802135165,14.01547816837876,1.0334630051407085,1.0340276964635637,0.4750014764171412
135,train,12.64459060471088,24.66260895622831,0.3765738346966382,0.37694487022007184,0.42099560121903684
136,train,15.902859815405673,29.343459663142706,0.17777176449372697,0.17767669031327557,0.6299706494546586
137,train,24.81484787859493,18.01113355949422,0.4926485478960053,0.49226669633364933,0.6033737781898719
138,train,26.68332664290151,19.000700154345814,0.3902322681245714,0.39013280762237296,0.684452549694022
139,train,27.245878296198466,31.318941975963064,0.08533946293404308,0.08529399903081782,1.151971309947768
140,train,23.782446846727453,22.4441551449289,0.2656474450208046,0.265940739552739,0.7205988511178676
141,train,23.170342879995555,17.61945808063781,0.5635881635038404,0.56295753556508,0.5511359948689167
142,test,22.96683251003111,33.67639566126347,0.08143180305021704,0.08145972164241734,1.0441441872365984
143,validation,37.06149133528677,35.94092046158022,0.041512748378669466,0.04147998501669896,1.7982325515632664
144,test,11.825298854524643,33.61286307485783,0.1590535328602314,0.15913307021181924,0.5366009041421534
145,train,13.815362923421958,30.15844820360767,0.1884875599996827,0.18850761226662607,0.562477374639085
146,validation,12.260149771527058,19.14077019934124,0.8308028181412401,0.8327272338310069,0.3168027576715123
147,train,24.084865511569667,33.90074482914519,0.07612021711176085,0.07614571410018635,1.1022680879352038
148,validation,18.657993189045815,26.873922767184805,0.1972485593740164,0.1971773790153923,0.6769081817366545
149,train,16.615029860608118,22.24129141490982,0.3907426673620114,0.3907317723505217,0.4988786233462385
150,test,10.233864934479083,27.24574598475124,0.34509301864327974,0.34449531704567077,0.3764195340035445
151,validation,27.163868466284622,29.16735807125655,0.10597149609158715,0.10588238878488142,1.0696026755114614
152,test,14.095313070415095,30.16703236441955,0.18458630242504973,0.18459009366643703,0.5740385835354814
153,train,20.704815891520727,36.253256567678065,0.07240349281351728,0.07242692102318302,1.0133329536474827
154,validation,13.660091355064473,24.185124916218065,0.3696352289176444,0.3699022334934262,0.44600087131539945
155,train,10.123866032929655,19.758087937088874,0.914725597995149,0.9144379194260486,0.2700381177116072
156,train,20.00377983632289,10.620988558959013,2.980334946773672,2.9732401970725113,0.2868208876496526
157,test,26.982434898101893,11.421233265611892,1.7768543165146369,1.7806787793792316,0.4160331221113016
158,train,37.94020901021758,28.423737010977277,0.08198392692310684,0.08197908488218365,1.4558434061147123
159,train,39.66353626487037,16.09078066731623,0.43226411893411326,0.4323913559444924,0.861593304413033
160,train,19.252857628475734,36.48275177432767,0.07640363129387952,0.07641235186403365,0.9482362548383039
161,train,31.338136241073688,29.72490533931918,0.08678353954583784,0.086761108581304,1.2575562299234144
162,train,20.147942775848442,36.770601129540026,0.07130813305412953,0.0713186833478484,1.0001501559785528
163,train,10.451935139315566,16.501596527648434,1.5208884639546902,1.5209689830516802,0.23283938241288418
164,test,32.67648242504352,25.211752208499302,0.13640414727720387,0.1364337253887819,1.1121723602265323
165,train,38.52213575567947,21.68689158756412,0.1817898710554778,0.181770071363184,1.127824265504045
166,validation,25.96673600498582,23.201668328958668,0.2202403857631501,0.22044590915392576,0.8133366551039688
167,train,36.92754318151656,28.295190855627634,0.08538540970937362,0.0853899263667334,1.4105770409030969
168,train,23.024712572576636,27.20177335645366,0.1541296149944195,0.1541092404544569,0.8455225675455704
169,validation,33.55008087368122,18.414252464113154,0.3409699559651327,0.34070842341731405,0.834029540189163
170,test,18.077924931663855,37.71260048952449,0.07366546666667749,0.07364220661662059,0.9203835068470619
171,train,38.06087854816586,26.561274775485852,0.10014895261795559,0.10015304885561026,1.3647763619742084
172,test,36.95034846158609,35.582241122637384,0.04290950760121767,0.04287911252859735,1.7749478815096
173,train,14.919526616157029,28.62985843799398,0.20401369368675634,0.2039402107345994,0.5766443122263198
174,train,20.740236500355714,13.881207792005558,1.2875867352686128,1.2879722269651586,0.3886643688976474
175,train,29.84666748208684,26.00118645851972,0.1361434086949428,0.1361255424314483,1.0476658345956893
176,test,29.641844908419532,26.13937485214943,0.13492149453895128,0.13489722705556656,1.0460060487501146
177,validation,26.14579371737479,15.28865997190944,0.7644725019242479,0.7641188005974554,0.5396411022848495
178,train,20.91637362259179,22.140224807235114,0.3146585192062023,0.3148717592061666,0.6251758391110118
179,train,17.103294799888026,17.703919182052317,0.7526341631818813,0.7519607740087664,0.4087737209934449
180,train,37.42844542836839,20.12698020702212,0.23406383505062642,0.23393440269891147,1.0169841334271108
181,test,18.463105299186672,27.11196995203139,0.1941261288730099,0.19404234322460898,0.6757710607251998
182,test,36.86139373996934,29.317094907331253,0.07690196082946732,0.07690449389805162,1.4589031212331027
183,train,25.827405820721317,22.544267112175284,0.2413697348519947,0.24160927198804708,0.7860509131098042
184,validation,11.03796762523028,10.219371538108934,6.063317106999224,5.846705954675406,0.15228147445359236
185,train,19.367973651479165,19.330777083476953,0.5105518339810471,0.5101336757183546,0.5054372746407886
186,test,20.9378700090668,21.829294862474846,0.32795959657626855,0.3281593318824278,0.6170295665971189
187,train,27.30291472550364,30.38401602511234,0.09326687430707838,0.09319776771523852,1.119922468045171
188,test,24.242349212337444,27.718093768797985,0.1383589260902903,0.1383050598064297,0.9071348066687457
189,validation,16.441260510710453,34.68302554973749,0.10413241153532565,0.10415400293770864,0.7698140887898619
190,train,29.568566576979237,15.83173271330251,0.6087743501315874,0.6086064497574949,0.6319642177290042
191,train,36.83470507298448,25.61773354254956,0.11534337503908067,0.11535915180450715,1.273889240565455
192,train,17.484317065283296,10.830818716618083,3.215432747072266,3.2081990563566793,0.2556487824992396
193,train,26.336144130990558,37.264762208248044,0.05241127334932224,0.0524170159438018,1.3249037005067392
194,train,33.48841162893071,32.569705422571104,0.06173563552987496,0.061760738448527176,1.4724553974625054
195,train,21.528631500692725,35.63040280460491,0.07334885586156299,0.0733838057846387,1.0355496464721436
196,train,26.573832123348584,21.375931317772544,0.2751963320384821,0.27540362044326266,0.7668545539302681
197,train,11.008883639994684,36.03147987666239,0.13870189151908086,0.1385936931927768,0.5354995986076314
198,train,39.22324901336873,31.738711428955575,0.056958760133495545,0.05694335555946003,1.6806087653508586
199,train,20.29326223154309,23.203557866483365,0.28174508732275894,0.28192312505559425,0.6356824440605974
200,train,19.68287243369641,15.364173258109345,1.0005894020833752,0.9996340815348448,0.4082549340895775
201,train,19.376069067814278,13.230824691906449,1.5916425660772722,1.5936160546250273,0.3460878536236046
202,train,34.42784269301852,14.088659222340485,0.7419133073387925,0.7429698094675267,0.6548068936740818
203,train,38.13684952253488,27.126370495668116,0.09383223993022084,0.09383298517122905,1.3965943180758638
204,train,30.81527702044967,14.948954533538965,0.6938625135412355,0.6943214170539658,0.6218858364080988
205,test,16.758178384755904,12.29844679808761,2.29136542190149,2.2964018529800887,0.2782344131520061
206,validation,17.48198847793422,14.964937213279617,1.2191480194771889,1.2195223032847167,0.3531827609130105
207,test,25.344452540533986,27.854111919267016,0.13041306469621983,0.13034194858703846,0.9530287437553897
208,train,26.69413528740785,32.19413107624648,0.08019106538850064,0.08016873911945349,1.1601825620533177
209,train,35.115700207611766,29.481351853762714,0.07938317220089858,0.0793987626254692,1.397598723105999
210,test,38.983300812162945,19.579413756552718,0.24411490828583565,0.2440738078306232,1.0304147378666195
211,test,28.84925632264777,17.39989804943184,0.4699993215354146,0.46963222661797954,0.6776650604015975
212,validation,16.807414178110456,24.274780813593516,0.2971016819441256,0.2970746805687441,0.5507949985428358
213,train,24.58946646193893,22.632895530594034,0.25055467029092654,0.25082948971782376,0.7513166145412479
214,train,35.6134692121644,28.760633336210773,0.08430674977127381,0.08432063863538927,1.3827590052860135
215,test,39.269630468880806,10.43060271261496,1.6028280631446832,1.55802950676451,0.5529679840243286
216,train,23.974989587315616,18.701946510496008,0.45546300325755246,0.45524374815195373,0.6053116133497618
217,test,25.60761153199249,16.88337635209221,0.579595475688204,0.5790007793690007,0.5836629730132878
218,train,12.721837458748341,36.384509129502554,0.11656617919292109,0.11662171015340779,0.6248850450685335
219,train,19.066557173842973,12.035852450115206,2.1486670268157826,2.1521127903719885,0.3098010629826804
220,train,31.426631920628502,27.006946731585877,0.11538455032216088,0.11536484212549657,1.14579545521532
221,train,25.09484210199048,16.963459166568686,0.5831016142841073,0.5824764973294466,0.5746886945396157
222,validation,27.82570747071854,19.839559832293602,0.3287226669097758,0.3287411253434749,0.7452672141256464
223,test,18.82038969857022,14.19681846335293,1.3263870272166827,1.3269438251793575,0.3607060355462147
224,validation,10.381510308645439,20.09694590474531,0.8476591107518107,0.8480441292491674,0.28165947896124427
225,validation,10.591438497719759,11.736163814148245,4.171944547526213,4.101635945218301,0.16780885726956568
226,train,22.24027724730791,22.442556134720967,0.28412850554315944,0.28440782325096514,0.6738237052755282
227,train,23.159868006779533,36.81421350832832,0.061814349625592124,0.06183491533748179,1.1510266395954833
228,train,25.195636423658478,14.463998143823638,0.9368748039914164,0.9369446618781802,0.4919800119267394
229,train,25.88503006596126,38.546472406244284,0.04818028579104483,0.04817273882599495,1.346998406182712
230,validation,20.066001773460243,37.016192335998,0.07018364001152493,0.07018886238180054,1.00273542443219
231,train,24.48451561314261,22.262550446935805,0.2643964976603993,0.2646823956741778,0.7358684814086058
232,train,22.57432262485371,38.44745142605329,0.05567427445014558,0.05567023221406796,1.1716989830034106
233,train,39.82811115299502,26.575563255354957,0.09555090834916115,0.09558202632269303,1.4289135578384322
234,train,13.913182333485405,39.675205798327475,0.08220304842113894,0.08224840012003294,0.7452113027274282
235,train,17.26921904554419,39.4910211586937,0.06715899283520986,0.06713803146989887,0.9206717778742977
236,test,26.4742589418964,17.21575160144007,0.5287741169312592,0.528291551191744,0.6152952587974543
237,train,13.30451579883912,32.21750147792743,0.1605451977464004,0.16063656753718997,0.578661647506481
238,train,39.41294732200551,36.56675808422004,0.03706582540091005,0.03707835543279276,1.9456250086483426
239,test,26.07196829282855,17.18201762191823,0.5401018497810114,0.5395899081907958,0.6047581751713893
240,test,31.893280144224654,15.507400534507124,0.600559116452954,0.6006996881650429,0.667685523900242
241,test,26.407615150030836,23.25332766051331,0.21512329851061923,0.21531026403603482,0.8289876525521432
242,test,30.909656914190183,12.594984938041428,1.156604352555227,1.160062376667029,0.5255639954202421
243,test,35.127348029448044,20.79032698436847,0.2262781613676931,0.22619220592516628,0.9859172196950139
244,validation,38.01359346368771,33.55521241813358,0.04973396234620936,0.0497104864812773,1.7219981746583308
245,train,30.33450909250587,25.827739618457645,0.13667081837226452,0.13666298749687933,1.0576869330982197
246,validation,23.456628375275216,23.962559010925112,0.22131293146366737,0.22152781382267495,0.7588091362138284
247,validation,28.170971805467893,28.635990301080536,0.10797756149895668,0.10789238183693355,1.089049961781079
248,train,17.51730957320882,17.898054664693284,0.7111923372994119,0.7104328056613509,0.42325978183152263
249,validation,33.488477623324265,17.743726572123645,0.3818053854174411,0.38151642009595865,0.8021840268576782
250,train,25.191534498024286,12.661112796755283,1.3970170548754197,1.399844089672572,0.43058636073383055
251,test,10.08608718774049,18.254211508375313,1.1642869008547763,1.1635269834741209,0.2485533179028545
252,train,30.289006061129935,10.483827381760861,2.0465735520794186,2.04213374596791,0.4286853599984929
253,train,39.34217553112311,30.790418246983997,0.0621966262582427,0.062184709851103734,1.6353387531218795
254,train,17.774873858054693,11.922520433502331,2.371161914116544,2.374987205748913,0.28609375064703774
255,train,17.713418645679795,39.361613163656294,0.06612275050825976,0.06609770183899667,0.9412587889251453
256,train,22.340932086592552,39.08926740049758,0.05353010345011675,0.053523148166236746,1.1789424022173833
257,train,27.255108977743532,28.07795676980452,0.1183934124329952,0.11830694968100415,1.0331114917050819
258,validation,30.367669476130104,23.447702827056354,0.18245660793893553,0.1825296762317355,0.9612703207258679
259,train,36.45390082728153,12.651629397384582,0.9675837621607223,0.9670202885696239,0.6226216785302993
260,test,35.21732510536987,32.73715088270059,0.05780866733968958,0.05782221744878959,1.5564350956404778
261,train,35.66843938885163,13.877348415973376,0.7493218209556445,0.7501106649548454,0.6682275371517156
262,train,35.08879052453274,16.91882616180944,0.42033241316919345,0.4200982482747816,0.8014425486021662
263,train,17.830951436842394,23.709429818724722,0.3005620315162927,0.300578402451695,0.5707282837854197
264,train,19.203973646014916,28.751152024578396,0.15650027675776237,0.1564161633704525,0.7453840937929722
265,train,21.272274620755024,26.237406242139922,0.1859068251928488,0.1859366218221929,0.753474569740802
266,train,39.34768845429458,28.153975076241693,0.08134550784099645,0.08134666066011155,1.4955216840674093
267,train,39.847529653136796,31.910533120311975,0.055165604583921835,0.05516173392164818,1.7166004849246974
268,train,32.531535714800754,36.59765597300395,0.04479273571551097,0.044786191276163186,1.6072802356910887
269,train,15.579360938248037,16.44886125780479,1.0301840295363052,1.0308253579087117,0.34595470785398236
270,validation,39.04408846302911,34.964488150433695,0.04279915074075117,0.04278161125265837,1.8429613673535896
271,train,37.64609700036661,29.48350729892984,0.0740311630318768,0.07402503891184127,1.4984176171768153
272,train,16.3941987296516,37.06144821857416,0.08558834161417259,0.0855745241234661,0.8202502088603958
273,test,36.01590454745879,28.43089377475266,0.086299066813532,0.0863111446919667,1.3823518811270834
274,train,28.31392877581606,24.74038244051284,0.16659140956622626,0.1666368293219219,0.9456715255146267
275,train,31.79950905437007,15.170907312165873,0.6433049368110487,0.6436514256313804,0.6512769959889075
276,validation,12.082480545726199,31.90368579524688,0.18205108906870565,0.1821444281070069,0.5203921449933427
277,test,32.157580845810614,24.711737263067896,0.14719015429853344,0.1472266433551838,1.0728040799846743
278,train,35.36434098163468,34.2144033105895,0.05042889867947526,0.05042890326722499,1.6334592639644578
279,validation,19.71124229461419,12.302996481430526,1.94592128492908,1.9491085175197076,0.32738491520360496
280,train,20.78385331039577,30.753370815048996,0.1181592487741617,0.11812192122006311,0.8628842895572494
281,test,11.371028090829466,24.96610637751651,0.4036637792770494,0.4039557194824713,0.3832519008654588
282,train,39.556670719467014,24.46011759496052,0.12338904709765952,0.12343549776234454,1.306207103575448
283,train,24.101992771229725,13.025165614008374,1.341124975532974,1.3430758778833571,0.4238088040884147
284,test,26.76986786458545,16.607254112718955,0.5825487085729776,0.5820229785556434,0.6001748975579576
285,train,23.7118968330358,27.05093875060609,0.15218037305751683,0.15216045837218176,0.8659292430030419
286,test,23.47898349020396,34.22287538175754,0.07590024649553043,0.07593262968880575,1.0847497402020503
287,test,18.93365067595392,33.70051307809652,0.09856621176610283,0.09858745653227853,0.8613995519984798
288,train,26.148807000526276,28.941567778645997,0.11268183859121748,0.11259231073900317,1.0216630846842265
289,train,30.14566912059453,23.779910221029596,0.17620426018456153,0.17627073630551995,0.9677627620748129
290,train,23.220605708766293,10.911497387796013,2.367801880417706,2.3676941496430715,0.3420516310212302
291,test,15.599608083291244,34.84261135966976,0.10824957166572999,0.10828081157254632,0.7337669604425278
292,validation,31.160202590974183,19.4677155049879,0.3106896020169249,0.31056302771680266,0.8189342448104776
293,train,16.141397549346262,27.121853749206768,0.22180570946750447,0.22169084603897024,0.5910092419155847
294,train,26.210236425030857,31.97291202187541,0.08337857105991489,0.0833505137148017,1.131323737441589
295,validation,24.758937585848898,33.07995209209989,0.07969761839191401,0.07970421113215904,1.1056830334080834
